	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
LOC107984475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984485	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984492	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC107984494	9	14	5	4	5	2	5	0	5	4	4	1	1	1	1	2	3	1
LOC107984495	0	2	0	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107984496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984505	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107984506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984507	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LOC107984508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984512	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984525	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC107984526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984529	3	11	5	4	0	5	4	0	1	2	0	0	4	2	0	2	1	0
LOC107984530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984543	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107984544	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984546	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984551	5	2	3	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
LOC107984552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984561	0	0	0	0	1	0	4	0	0	1	0	0	0	1	0	0	2	0
LOC107984563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984567	0	19	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107984568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984576	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107984577	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
LOC107984578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984580	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107984581	1	34	0	5	1	3	2	0	2	8	0	1	0	5	0	1	2	1
LOC107984582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984583	7	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC107984584	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984585	5	12	2	0	0	3	5	1	5	0	0	4	0	0	2	0	0	0
LOC107984587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984588	14	8	5	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
LOC107984589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984607	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984611	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984613	0	0	0	0	1	0	11	0	1	0	0	0	1	0	0	0	1	0
LOC107984615	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984616	23	69	10	6	8	3	7	3	0	7	1	1	1	6	21	5	15	11
LOC107984617	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984619	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107984620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984628	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0
LOC107984629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984638	1	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107984639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984641	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
LOC107984642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984643	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
LOC107984644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984655	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984656	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0
LOC107984658	227	336	113	80	48	41	33	10	15	44	8	18	17	31	29	28	43	17
LOC107984659	26	100	18	10	21	7	4	2	2	3	3	1	2	4	4	3	15	3
LOC107984660	10	5	1	4	1	1	5	0	1	0	0	1	0	0	1	0	0	0
LOC107984661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984681	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
LOC107984682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984689	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984695	14	11	7	1	1	1	16	1	0	1	1	0	3	3	1	0	0	1
LOC107984696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC107984697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984701	0	9	0	2	0	1	1	0	0	3	0	0	0	0	1	0	0	0
LOC107984702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984708	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984713	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC107984714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984715	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107984716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984718	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
LOC107984724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984745	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC107984746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984747	0	5	0	5	1	0	0	0	0	0	0	0	3	0	1	0	1	2
LOC107984748	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107984749	5	3	2	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0
LOC107984750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984751	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984754	41	111	18	27	45	4	11	2	2	9	4	8	3	11	14	1	22	1
LOC107984755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC107984756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984760	6	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0
LOC107984763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984766	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LOC107984770	0	5	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107984774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984781	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984784	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LOC107984785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984789	0	7	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC107984790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984791	2	5	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107984792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984798	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC107984800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984805	45	65	12	7	4	5	13	2	2	10	0	2	1	10	9	5	20	4
LOC107984806	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984813	1	6	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
LOC107984814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984817	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984830	2	13	8	14	10	25	5	0	7	10	1	1	2	6	6	5	4	1
LOC107984831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984836	3	9	13	10	2	9	0	1	0	2	1	1	1	0	0	3	2	0
LOC107984837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984844	11	16	2	13	1	0	0	0	0	1	0	0	1	2	0	2	0	0
LOC107984847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984850	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984851	19	7	22	0	1	0	1	1	1	0	2	0	0	0	2	3	6	2
LOC107984852	0	6	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984858	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC107984859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984862	0	2	1	6	0	4	1	0	3	1	0	1	0	0	0	0	0	0
LOC107984865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984875	9	24	8	4	3	0	6	1	0	0	0	1	2	1	0	0	0	0
LOC107984876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984877	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984881	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984886	6	1	0	5	1	0	1	0	0	0	2	0	0	1	1	0	4	0
LOC107984887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984888	1	0	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0
LOC107984889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984895	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984900	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107984901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984903	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107984904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984910	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107984911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984913	1	6	7	1	2	2	0	0	6	3	0	0	0	2	0	0	0	0
LOC107984915	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984917	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984935	26	32	15	13	4	5	4	0	0	2	1	1	4	5	1	1	2	1
LOC107984940	3	12	0	0	1	0	0	0	0	1	3	1	0	1	0	0	0	1
LOC107984941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984942	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
